2,-5436.432481
3,-6022.844022
4,-6481.829515
5,-6654.257654
6,-7050.448565
7,-6982.966243
8,-7138.688674
9,-7133.393505
10,-7314.192187
11,-7388.096578
12,-7412.196194
13,-7420.615935
14,-7502.154989
15,-7497.289561
16,-7537.424557
17,-7547.447945
18,-7565.990569
19,-7626.859449
20,-7662.155485
21,-7655.752422
22,-7709.866901
23,-7700.944056
24,-7723.480383
25,-7732.679736
26,-7751.935213
27,-7772.267442
28,-7794.233996
29,-7791.683905
30,-7820.649651
31,-7821.428281
32,-7840.767046
33,-7857.285343
34,-7866.128109
35,-7867.924447
36,-7871.064852
37,-7905.884713
38,-7916.078965
39,-7922.710994
40,-7933.545162
41,-7937.261630
42,-7934.506002
43,-7954.861313
44,-7964.697179
45,-7978.777132
46,-7997.296547
47,-8006.851633
48,-8007.107895
49,-8020.067269
50,-8044.260919
