ID$|$Title$|$HTML$|$PDF
122$|$Ecology and Evolution of Infectious Diseases (EEID)$|$https://www.nsf.gov/pubs/2016/nsf16592/nsf16592.htm$|$https://www.nsf.gov/pubs/2016/nsf16592/nsf16592.pdf
123$|$SBE Postdoctoral Research Fellowships$|$https://www.nsf.gov/pubs/2016/nsf16590/nsf16590.htm$|$https://www.nsf.gov/pubs/2016/nsf16590/nsf16590.pdf
124$|$Frequently Asked Questions (FAQs) for CISE Research Infrastructure (CRI) (NSF 15-590) Program$|$https://www.nsf.gov/pubs/2016/nsf16124/nsf16124.jsp$|$https://www.nsf.gov/pubs/2016/nsf16124/nsf16124.pdf
125$|$Integrated Earth Systems (IES)$|$https://www.nsf.gov/pubs/2016/nsf16589/nsf16589.htm$|$https://www.nsf.gov/pubs/2016/nsf16589/nsf16589.pdf
126$|$Frequently Asked Questions (FAQs) for Large Proposals to the CISE IIS Core Programs of Cyber-Human Systems (CHS), Information Integration and Informatics (III), and Robust Intelligence (RI)$|$https://www.nsf.gov/pubs/2016/nsf16121/nsf16121.jsp$|$https://www.nsf.gov/pubs/2016/nsf16116/nsf16116.pdf
127$|$Dear Colleague Letter: Provision of Marine Seismic Capabilities to the U.S. Research Community$|$https://www.nsf.gov/pubs/2016/nsf16120/nsf16120.jsp$|$https://www.nsf.gov/pubs/2016/nsf16121/nsf16121.pdf
128$|$Dear Colleague Letter: Management and Operation of the National
Center for Atmospheric Research (NCAR)$|$https://www.nsf.gov/pubs/2016/nsf16112/nsf16112.jsp$|$https://www.nsf.gov/pubs/2016/nsf16120/nsf16120.pdf
129$|$Dear Colleague Letter: Supporting Fundamental Research in Unmanned Aerial Systems (UAS)$|$https://www.nsf.gov/pubs/2016/nsf16123/nsf16123.jsp$|$https://www.nsf.gov/pubs/2016/nsf16112/nsf16112.pdf
130$|$Dear Colleague Letter: Data Resources for the BRAIN Initiative$|$https://www.nsf.gov/pubs/2016/nsf16115/nsf16115.jsp$|$https://www.nsf.gov/pubs/2016/nsf16123/nsf16123.pdf
131$|$Dear Colleague Letter:  Support for Engaging Students and the Public in Polar Research$|$https://www.nsf.gov/pubs/2016/nsf16119/nsf16119.jsp$|$https://www.nsf.gov/pubs/2016/nsf16115/nsf16115.pdf
132$|$Dear Colleague Letter: NSF Support for DARPA Spectrum Collaboration Challenge (SC2) Participants$|$https://www.nsf.gov/pubs/2016/nsf16114/nsf16114.jsp$|$https://www.nsf.gov/pubs/2016/nsf16119/nsf16119.pdf
133$|$NSF Graduate Research Fellowship Program (GRFP)$|$https://www.nsf.gov/pubs/2016/nsf16588/nsf16588.htm$|$https://www.nsf.gov/pubs/2016/nsf16114/nsf16114.pdf
134$|$Platforms for Advanced Wireless Research (PAWR): Establishing the PAWR Project Office (PPO)$|$https://www.nsf.gov/pubs/2016/nsf16585/nsf16585.htm$|$https://www.nsf.gov/pubs/2016/nsf16588/nsf16588.pdf
135$|$NSF/Intel Partnership on Information-Centric Networking in Wireless Edge Networks$|$https://www.nsf.gov/pubs/2016/nsf16586/nsf16586.htm$|$https://www.nsf.gov/pubs/2016/nsf16104/nsf16104.pdf
136$|$Wireless Innovation between Finland and US (WiFiUS)$|$https://www.nsf.gov/pubs/2016/nsf16587/nsf16587.htm$|$https://www.nsf.gov/pubs/2016/nsf16585/nsf16585.pdf
137$|$Dear Colleague Letter: Collaborative Supplemental Funding Opportunity in Graphene and 2D Layered Materials and Devices under the U.S. NSF/ENG US-EC International Opportunity$|$https://www.nsf.gov/pubs/2016/nsf16102/nsf16102.jsp$|$https://www.nsf.gov/pubs/2016/nsf16586/nsf16586.pdf
138$|$Improving Undergraduate STEM Education: Pathways into Geoscience (IUSE: GEOPATHS)$|$https://www.nsf.gov/pubs/2016/nsf16584/nsf16584.htm$|$https://www.nsf.gov/pubs/2016/nsf16587/nsf16587.pdf
139$|$Partnerships for Innovation: Accelerating Innovation Research- Technology Translation (PFI: AIR-TT)$|$https://www.nsf.gov/pubs/2016/nsf16583/nsf16583.htm$|$https://www.nsf.gov/pubs/2016/nsf16102/nsf16102.pdf
140$|$NSF/VMware Partnership on Software Defined Infrastructure as a Foundation for Clean-Slate Computing Security (SDI-CSCS)$|$https://www.nsf.gov/pubs/2016/nsf16582/nsf16582.htm$|$https://www.nsf.gov/pubs/2016/nsf16584/nsf16584.pdf
141$|$Dear Colleague Letter: Change Makers$|$https://www.nsf.gov/pubs/2016/nsf16109/nsf16109.jsp$|$https://www.nsf.gov/pubs/2016/nsf16583/nsf16583.pdf
142$|$Information and Intelligent Systems (IIS): Core Programs$|$https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.htm$|$https://www.nsf.gov/pubs/2016/nsf16582/nsf16582.pdf
143$|$Computer and Network Systems (CNS): Core Programs$|$https://www.nsf.gov/pubs/2016/nsf16579/nsf16579.htm$|$https://www.nsf.gov/pubs/2016/nsf16109/nsf16109.pdf
144$|$Computing and Communication Foundations (CCF): Core Programs$|$https://www.nsf.gov/pubs/2016/nsf16578/nsf16578.htm$|$https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.pdf
145$|$Secure and Trustworthy Cyberspace (SaTC)$|$https://www.nsf.gov/pubs/2016/nsf16580/nsf16580.htm$|$https://www.nsf.gov/pubs/2016/nsf16085/nsf16085.pdf
146$|$Dear Colleague Letter - Exploratory Research on High-Efficiency, Monolithic, Two Dissimilar Materials (TDM) Photovoltaics$|$https://www.nsf.gov/pubs/2016/nsf16108/nsf16108.jsp$|$https://www.nsf.gov/pubs/2016/nsf16108/nsf16108.pdf
147$|$Dear Colleague Letter - Seeking Community Input on NSF Polar Programs Realignment$|$https://www.nsf.gov/pubs/2016/nsf16107/nsf16107.jsp$|$https://www.nsf.gov/pubs/2016/nsf16107/nsf16107.pdf
148$|$Frequently Asked Questions (FAQs) for NSF 16-562, PREEVENTS Program$|$https://www.nsf.gov/pubs/2016/nsf16105/nsf16105.jsp$|$https://www.nsf.gov/pubs/2016/nsf16105/nsf16105.pdf
149$|$NSF Astronomy and Astrophysics Postdoctoral Fellowships (AAPF)$|$https://www.nsf.gov/pubs/2016/nsf16575/nsf16575.htm$|$https://www.nsf.gov/pubs/2016/nsf16575/nsf16575.pdf
150$|$Focused Research Groups in the Mathematical Sciences (FRGMS)$|$https://www.nsf.gov/pubs/2016/nsf16577/nsf16577.htm$|$https://www.nsf.gov/pubs/2016/nsf16577/nsf16577.pdf
151$|$Astronomy and Astrophysics Research Grants (AAG)$|$https://www.nsf.gov/pubs/2016/nsf16574/nsf16574.htm$|$https://www.nsf.gov/pubs/2016/nsf16574/nsf16574.pdf
152$|$Documenting Endangered Languages (DEL)$|$https://www.nsf.gov/pubs/2016/nsf16576/nsf16576.htm$|$https://www.nsf.gov/pubs/2016/nsf16576/nsf16576.pdf
153$|$Joint NSF/NIH Initiative on Quantitative Approaches to Biomedical Big Data (QuBBD)$|$https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm$|$https://www.nsf.gov/pubs/2016/nsf16074/nsf16074.pdf
154$|$Partnerships for International Research and Education (PIRE)$|$https://www.nsf.gov/pubs/2016/nsf16571/nsf16571.htm$|$https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.pdf
155$|$Cooperative Studies Of The Earth's Deep Interior (CSEDI)$|$https://www.nsf.gov/pubs/2016/nsf16572/nsf16572.htm$|$https://www.nsf.gov/pubs/2016/nsf16571/nsf16571.pdf
156$|$Frequently Asked Questions (FAQs) for NSF 16-041, Recompetition of the Management and Operationof the Ocean Observatories Initiative (OOI) Program$|$https://www.nsf.gov/pubs/2016/nsf16100/nsf16100.jsp$|$https://www.nsf.gov/pubs/2016/nsf16572/nsf16572.pdf
157$|$Dear Colleague Letter: NSF/NSFC Joint Research on Environmental Sustainability Challenges$|$https://www.nsf.gov/pubs/2016/nsf16092/nsf16092.jsp$|$https://www.nsf.gov/pubs/2016/nsf16100/nsf16100.pdf
158$|$Dear Colleague Letter: Special Guidelines for Submitting Collaborative Proposals under the Division of Chemical, Bioengineering, Environmental, and Transport Systems-Engineering and Physical Sciences Research Council UK (CBET-EPSRC) Lead Agency Activity$|$https://www.nsf.gov/pubs/2016/nsf16098/nsf16098.jsp$|$https://www.nsf.gov/pubs/2016/nsf16092/nsf16092.pdf
159$|$Dear Colleague Letter: Grant Opportunities for Academic Liaison with Industry (GOALI)$|$https://www.nsf.gov/pubs/2016/nsf16099/nsf16099.jsp$|$https://www.nsf.gov/pubs/2016/nsf16098/nsf16098.pdf
160$|$Dear Colleague Letter: Advanced Wireless Research Platforms: Sustaining U.S. Leadership in Future Wireless Technologies$|$https://www.nsf.gov/pubs/2016/nsf16096/nsf16096.jsp$|$https://www.nsf.gov/pubs/2016/nsf16099/nsf16099.pdf
161$|$Origin of Life A Joint Ideas Lab Activity Between NSF and NASA$|$https://www.nsf.gov/pubs/2016/nsf16570/nsf16570.htm$|$https://www.nsf.gov/pubs/2016/nsf16096/nsf16096.pdf
162$|$Dear Colleague Letter: FY 2017 Sustainable Chemistry, Engineering, and Materials (SusChEM) Funding Opportunity$|$https://www.nsf.gov/pubs/2016/nsf16093/nsf16093.jsp$|$https://www.nsf.gov/pubs/2016/nsf16570/nsf16570.pdf
163$|$Dear Colleague Letter: Strengthening Transfer of Students from Two-year Hispanic-serving Institutions to Four-year STEM Programs$|$https://www.nsf.gov/pubs/2016/nsf16094/nsf16094.jsp$|$https://www.nsf.gov/pubs/2016/nsf16093/nsf16093.pdf
164$|$Frequently Asked Questions (FAQs) for NSF 16-565, Computer and Information Science and Engineering (CISE) Research Initiation Initiative (CRII)$|$https://www.nsf.gov/pubs/2016/nsf16087/nsf16087.jsp$|$https://www.nsf.gov/pubs/2016/nsf16094/nsf16094.pdf
165$|$Centers for Chemical Innovation (CCI)  Phase I Centers and Phase II Renewal$|$https://www.nsf.gov/pubs/2016/nsf16568/nsf16568.htm$|$https://www.nsf.gov/pubs/2016/nsf16087/nsf16087.pdf
166$|$Developing a National Research Infrastructure for Neuroscience (NeuroNex)$|$https://www.nsf.gov/pubs/2016/nsf16569/nsf16569.htm$|$https://www.nsf.gov/pubs/2016/nsf16568/nsf16568.pdf
167$|$Campus Cyberinfrastructure (CC*)$|$https://www.nsf.gov/pubs/2016/nsf16567/nsf16567.htm$|$https://www.nsf.gov/pubs/2016/nsf16569/nsf16569.pdf
168$|$Dear Colleague Letter: Reproducibility and Robustness of Results$|$https://www.nsf.gov/pubs/2016/nsf16083/nsf16083.jsp$|$https://www.nsf.gov/pubs/2016/nsf16567/nsf16567.pdf
169$|$Dear Colleague Letter: Supporting Research Advances in Microbiomes$|$https://www.nsf.gov/pubs/2016/nsf16084/nsf16084.jsp$|$https://www.nsf.gov/pubs/2016/nsf16083/nsf16083.pdf
170$|$Computer and Information Science and Engineering (CISE) Research Initiation Initiative (CRII)$|$https://www.nsf.gov/pubs/2016/nsf16565/nsf16565.htm$|$https://www.nsf.gov/pubs/2016/nsf16084/nsf16084.pdf
171$|$Division of Physics: Investigator-Initiated Research Projects (PHY)$|$https://www.nsf.gov/pubs/2016/nsf16566/nsf16566.htm$|$https://www.nsf.gov/pubs/2016/nsf16565/nsf16565.pdf
172$|$Dear Colleague Letter: Call for Submission of Conference Proposals to Inform the Design and Success of the Alliances and National Network for NSF INCLUDES$|$https://www.nsf.gov/pubs/2016/nsf16081/nsf16081.jsp$|$https://www.nsf.gov/pubs/2016/nsf16081/nsf16081.pdf
173$|$NSF/DOE Partnership in Basic Plasma Science and Engineering$|$https://www.nsf.gov/pubs/2016/nsf16564/nsf16564.htm$|$https://www.nsf.gov/pubs/2016/nsf16564/nsf16564.pdf
174$|$Curatorial Stewardship of a National Collection of Geological Rock & Sediment Cores from Antarctica and the Southern Ocean$|$https://www.nsf.gov/pubs/2016/nsf16563/nsf16563.htm$|$https://www.nsf.gov/pubs/2016/nsf16563/nsf16563.pdf
175$|$Prediction of and Resilience against Extreme Events (PREEVENTS)$|$https://www.nsf.gov/pubs/2016/nsf16562/nsf16562.htm$|$https://www.nsf.gov/pubs/2016/nsf16562/nsf16562.pdf
176$|$Physics Frontiers Centers (PFC)$|$https://www.nsf.gov/pubs/2016/nsf16561/nsf16561.htm$|$https://www.nsf.gov/pubs/2016/nsf16561/nsf16561.pdf
177$|$Dear Colleague Letter: Strengthening Research Capacity at Historically Black Colleges and Universities$|$https://www.nsf.gov/pubs/2016/nsf16080/nsf16080.jsp$|$https://www.nsf.gov/pubs/2016/nsf16080/nsf16080.pdf
178$|$GeoPRISMS Program$|$https://www.nsf.gov/pubs/2016/nsf16560/nsf16560.htm$|$https://www.nsf.gov/pubs/2016/nsf16560/nsf16560.pdf
179$|$Dear Colleague Letter: Innovative Computational Infrastructure for Understanding the Brain$|$https://www.nsf.gov/pubs/2016/nsf16076/nsf16076.jsp$|$https://www.nsf.gov/pubs/2016/nsf16076/nsf16076.pdf
180$|$Mathematical Sciences Postdoctoral Research Fellowships (MSPRF)$|$https://www.nsf.gov/pubs/2016/nsf16558/nsf16558.htm$|$https://www.nsf.gov/pubs/2016/nsf16558/nsf16558.pdf
181$|$Robert Noyce Teacher Scholarship Program$|$https://www.nsf.gov/pubs/2016/nsf16559/nsf16559.htm$|$https://www.nsf.gov/pubs/2016/nsf16559/nsf16559.pdf
182$|$Dear Colleague Letter: NSF Special Guidelines for Submitting Collaborative Proposals Under the SBE-RCUK Lead Agency Agreement$|$https://www.nsf.gov/pubs/2016/nsf16066/nsf16066.jsp$|$https://www.nsf.gov/pubs/2016/nsf16066/nsf16066.pdf
183$|$Dear Colleague Letter: Improving Graduate Student Preparedness for Entering the Workforce, Opportunities for Supplemental Support$|$https://www.nsf.gov/pubs/2016/nsf16067/nsf16067.jsp$|$https://www.nsf.gov/pubs/2016/nsf16067/nsf16067.pdf
184$|$Frequently Asked Questions (FAQs) for NSF 16-546, Management and Operation of the National Geophysical Observatory for Geoscience (NGEO)$|$https://www.nsf.gov/pubs/2016/nsf16068/nsf16068.jsp$|$https://www.nsf.gov/pubs/2016/nsf16068/nsf16068.pdf
185$|$Frequently Asked Questions (FAQs) for Dear Colleague Letter (DCL) NSF 16-061: Onshore-Offshore Seismological Studies of the Aleutian Arc$|$https://www.nsf.gov/pubs/2016/nsf16065/nsf16065.jsp$|$https://www.nsf.gov/pubs/2016/nsf16065/nsf16065.pdf
186$|$Fundamental Research to Improve STEM Teaching and Learning, and Workforce Development for Persons with Disabilities within the EHR Core Research Program$|$https://www.nsf.gov/pubs/2016/nsf16064/nsf16064.jsp$|$https://www.nsf.gov/pubs/2016/nsf16064/nsf16064.pdf
187$|$Tectonics$|$https://www.nsf.gov/pubs/2016/nsf16556/nsf16556.htm$|$https://www.nsf.gov/pubs/2016/nsf16556/nsf16556.pdf
188$|$EPSCoR Research Infrastructure Improvement Program Track-1: (RII Track-1)$|$https://www.nsf.gov/pubs/2016/nsf16557/nsf16557.htm$|$https://www.nsf.gov/pubs/2016/nsf16557/nsf16557.pdf
189$|$Dear Colleague Letter: Developing New Data to Illuminate Science and Innovation Policy$|$https://www.nsf.gov/pubs/2016/nsf16063/nsf16063.jsp$|$https://www.nsf.gov/pubs/2016/nsf16063/nsf16063.pdf
190$|$Frequently Asked Questions (FAQs) for the Innovation-Corps (I-Corps) Nodes Program for Submission in Year 2016$|$https://www.nsf.gov/pubs/2016/nsf16062/nsf16062.jsp$|$https://www.nsf.gov/pubs/2016/nsf16045/nsf16045.pdf
191$|$Dear Colleague Letter: Onshore-Offshore Seismological Studies of the Aleutian Arc$|$https://www.nsf.gov/pubs/2016/nsf16061/nsf16061.jsp$|$https://www.nsf.gov/pubs/2016/nsf16062/nsf16062.pdf
192$|$US Ignite: Networking Research and Application Prototypes Leading to Smart & Connected Communities$|$https://www.nsf.gov/pubs/2016/nsf16553/nsf16553.htm$|$https://www.nsf.gov/pubs/2016/nsf16061/nsf16061.pdf
193$|$Alliances for Graduate Education and the Professoriate (AGEP)$|$https://www.nsf.gov/pubs/2016/nsf16552/nsf16552.htm$|$https://www.nsf.gov/pubs/2016/nsf16553/nsf16553.pdf
194$|$Dear Colleague Letter: NSF-USDA Joint Funding Opportunity - Early Concept Grants for Exploratory Research (EAGERs) to Develop and Enable Breakthrough Technologies for Animal and Plant Phenomics and Microbiomes$|$https://www.nsf.gov/pubs/2016/nsf16058/nsf16058.jsp$|$https://www.nsf.gov/pubs/2016/nsf16552/nsf16552.pdf
195$|$Dear Colleague Letter: Computer Science for All$|$https://www.nsf.gov/pubs/2016/nsf16057/nsf16057.jsp$|$https://www.nsf.gov/pubs/2016/nsf16058/nsf16058.pdf
196$|$Dear Colleague Letter: Citizen Science and Crowdsourcing - Public Participation in Engineering Research$|$https://www.nsf.gov/pubs/2016/nsf16059/nsf16059.jsp$|$https://www.nsf.gov/pubs/2016/nsf16057/nsf16057.pdf
197$|$Plant-Biotic Interactions$|$https://www.nsf.gov/pubs/2016/nsf16551/nsf16551.htm$|$https://www.nsf.gov/pubs/2016/nsf16059/nsf16059.pdf
198$|$Dear Colleague Letter: Research Opportunities in Europe for NSF Postdoctoral Research Fellows$|$https://www.nsf.gov/pubs/2016/nsf16046/nsf16046.jsp$|$https://www.nsf.gov/pubs/2016/nsf16551/nsf16551.pdf
199$|$Dear Colleague Letter: NSF/SBE Partnering in Round 4 of the Digging into Data Challenge$|$https://www.nsf.gov/pubs/2016/nsf16056/nsf16056.jsp$|$https://www.nsf.gov/pubs/2016/nsf16046/nsf16046.pdf
200$|$Dear Colleague Letter: Research Opportunities in Europe for NSF CAREER Awardees$|$https://www.nsf.gov/pubs/2016/nsf16052/nsf16052.jsp$|$https://www.nsf.gov/pubs/2016/nsf16056/nsf16056.pdf
201$|$Dear Colleague Letter: Data Management and Data Reporting Requirements for Research Awards Supported by the Office of Polar Programs$|$https://www.nsf.gov/pubs/2016/nsf16055/nsf16055.jsp$|$https://www.nsf.gov/pubs/2016/nsf16052/nsf16052.pdf
202$|$Dear Colleague Letter: Change in Eligibility to the NSF Graduate Research Fellowship Program (GRFP)$|$https://www.nsf.gov/pubs/2016/nsf16050/nsf16050.jsp$|$https://www.nsf.gov/pubs/2016/nsf16055/nsf16055.pdf
203$|$Frequently Asked Questions (FAQs) for DCL NSF 16-050, Change in Eligibility to the NSF Graduate Research Fellowship Program (GRFP)$|$https://www.nsf.gov/pubs/2016/nsf16051/nsf16051.jsp$|$https://www.nsf.gov/pubs/2016/nsf16050/nsf16050.pdf
204$|$Conferences and Workshops in the Mathematical Sciences$|$https://www.nsf.gov/pubs/2016/nsf16550/nsf16550.htm$|$https://www.nsf.gov/pubs/2016/nsf16550/nsf16550.pdf
205$|$Science Learning+ Partnership Grants$|$https://www.nsf.gov/pubs/2016/nsf16548/nsf16548.htm$|$https://www.nsf.gov/pubs/2016/nsf16548/nsf16548.pdf
206$|$Materials Research Science and Engineering Centers$|$https://www.nsf.gov/pubs/2016/nsf16545/nsf16545.htm$|$https://www.nsf.gov/pubs/2016/nsf16545/nsf16545.pdf
207$|$Management and Operation of the National Geophysical Observatory for Geoscience (NGEO)$|$https://www.nsf.gov/pubs/2016/nsf16546/nsf16546.htm$|$https://www.nsf.gov/pubs/2016/nsf16546/nsf16546.pdf
208$|$Dear Colleague Letter: I-Corps L - Stimulating Innovation in STEM Education$|$https://www.nsf.gov/pubs/2016/nsf16049/nsf16049.jsp$|$https://www.nsf.gov/pubs/2016/nsf16049/nsf16049.pdf
209$|$Innovation Corps- National Innovation Network Sites Program (I-Corps Sites)$|$https://www.nsf.gov/pubs/2016/nsf16547/nsf16547.htm$|$https://www.nsf.gov/pubs/2016/nsf16547/nsf16547.pdf
210$|$Dear Colleague Letter: National Brain Observatory: A Phased Approach for Developing a National Research Infrastructure for Neuroscience$|$https://www.nsf.gov/pubs/2016/nsf16047/nsf16047.jsp$|$https://www.nsf.gov/pubs/2016/nsf16047/nsf16047.pdf
211$|$Dear Colleague Letter: NSF INCLUDES (Inclusion across the Nation of Communities of Learners of Underrepresented Discoverers in Engineering and Science)$|$https://www.nsf.gov/pubs/2016/nsf16048/nsf16048.jsp$|$https://www.nsf.gov/pubs/2016/nsf16048/nsf16048.pdf
212$|$Joint DMS/NIGMS Initiative to Support Research at the Interface of the Biological and Mathematical Sciences (DMS/NIGMS)$|$https://www.nsf.gov/pubs/2016/nsf16543/nsf16543.htm$|$https://www.nsf.gov/pubs/2016/nsf16543/nsf16543.pdf
213$|$Antarctic Research$|$https://www.nsf.gov/pubs/2016/nsf16541/nsf16541.htm$|$https://www.nsf.gov/pubs/2016/nsf16541/nsf16541.pdf
214$|$Antarctic Artists and Writers Program (AAW)$|$https://www.nsf.gov/pubs/2016/nsf16542/nsf16542.htm$|$https://www.nsf.gov/pubs/2016/nsf16542/nsf16542.pdf
215$|$Dear Colleague Letter: Cultural Anthropology Research Experience for Graduates (REG) and Research Experience for Undergraduates (REU) Supplements$|$https://www.nsf.gov/pubs/2016/nsf16044/nsf16044.jsp$|$https://www.nsf.gov/pubs/2016/nsf16044/nsf16044.pdf
216$|$Frequently Asked Questions (FAQs) for GEO Opportunities for Leadership in Diversity (GOLD) NSF 16-516$|$https://www.nsf.gov/pubs/2016/nsf16037/nsf16037.jsp$|$https://www.nsf.gov/pubs/2016/nsf16037/nsf16037.pdf
217$|$Historically Black Colleges and Universities Undergraduate Program (HBCU-UP)$|$https://www.nsf.gov/pubs/2016/nsf16538/nsf16538.htm$|$https://www.nsf.gov/pubs/2016/nsf16538/nsf16538.pdf
218$|$Dear Colleague Letter: Recompetition of the Management and Operation of the Ocean Observatories Initiative (OOI)$|$https://www.nsf.gov/pubs/2016/nsf16041/nsf16041.jsp$|$https://www.nsf.gov/pubs/2016/nsf16041/nsf16041.pdf
219$|$Expeditions in Computing$|$https://www.nsf.gov/pubs/2016/nsf16535/nsf16535.htm$|$https://www.nsf.gov/pubs/2016/nsf16535/nsf16535.pdf
220$|$Frequently Asked Questions (FAQs) for NSF 16-510, BigData (BD) Spokes$|$https://www.nsf.gov/pubs/2016/nsf16038/nsf16038.jsp$|$https://www.nsf.gov/pubs/2016/nsf16038/nsf16038.pdf
221$|$Dear Colleague Letter: Mathematical Sciences Funding Opportunities in Sustainable Infrastructure$|$https://www.nsf.gov/pubs/2016/nsf16042/nsf16042.jsp$|$https://www.nsf.gov/pubs/2016/nsf16042/nsf16042.pdf
222$|$Presidential Awards for Excellence in Science, Mathematics and Engineering Mentoring (PAESMEM)$|$https://www.nsf.gov/pubs/2016/nsf16534/nsf16534.htm$|$https://www.nsf.gov/pubs/2016/nsf16534/nsf16534.pdf
223$|$Tribal Colleges and Universities Program (TCUP)$|$https://www.nsf.gov/pubs/2016/nsf16531/nsf16531.htm$|$https://www.nsf.gov/pubs/2016/nsf16531/nsf16531.pdf
224$|$Dear Colleague Letter: CPS EAGERs Supporting Participation in the Global City Teams Challenge$|$https://www.nsf.gov/pubs/2016/nsf16036/nsf16036.jsp$|$https://www.nsf.gov/pubs/2016/nsf16036/nsf16036.pdf
225$|$Science of Learning: Collaborative Networks (SL-CN)$|$https://www.nsf.gov/pubs/2016/nsf16528/nsf16528.htm$|$https://www.nsf.gov/pubs/2016/nsf16528/nsf16528.pdf
226$|$Petascale Computing Resource Allocations (PRAC)$|$https://www.nsf.gov/pubs/2016/nsf16529/nsf16529.htm$|$https://www.nsf.gov/pubs/2016/nsf16529/nsf16529.pdf
227$|$Dear Colleague Letter: Robert Noyce Teacher Scholarship program Master Teaching Fellowship track$|$https://www.nsf.gov/pubs/2016/nsf16032/nsf16032.jsp$|$https://www.nsf.gov/pubs/2016/nsf16032/nsf16032.pdf
228$|$Dear Colleague Letter: Leveraging GLOBE to Increase Student Engagement and Diversity$|$https://www.nsf.gov/pubs/2016/nsf16031/nsf16031.jsp$|$https://www.nsf.gov/pubs/2016/nsf16031/nsf16031.pdf
229$|$Centers of Research Excellence in Science and Technology (CREST) and HBCU Research Infrastructure for Science and Engineering (RISE)$|$https://www.nsf.gov/pubs/2016/nsf16525/nsf16525.htm$|$https://www.nsf.gov/pubs/2016/nsf16525/nsf16525.pdf
230$|$International Research Network Connections (IRNC) Europe and Africa$|$https://www.nsf.gov/pubs/2016/nsf16523/nsf16523.htm$|$https://www.nsf.gov/pubs/2016/nsf16523/nsf16523.pdf
231$|$MacroSystems Biology and Early NEON Science: Research on Biological Systems at Regional to Continental Scales$|$https://www.nsf.gov/pubs/2016/nsf16521/nsf16521.htm$|$https://www.nsf.gov/pubs/2016/nsf16521/nsf16521.pdf
232$|$Critical Resilient Interdependent Infrastructure Systems and Processes (CRISP)$|$https://www.nsf.gov/pubs/2016/nsf16519/nsf16519.htm$|$https://www.nsf.gov/pubs/2016/nsf16519/nsf16519.pdf
233$|$Ideas Lab: Measuring$|$https://www.nsf.gov/pubs/2016/nsf16520/nsf16520.htm$|$https://www.nsf.gov/pubs/2016/nsf16520/nsf16520.pdf
234$|$NSF/CASIS Collaboration on Fluid Dynamics Research on the International Space Station to Benefit Life on Earth$|$https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm$|$https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.pdf
235$|$Frequently Asked Questions (FAQs) for LTER New Site Solicitation (NSF 16-509)$|$https://www.nsf.gov/pubs/2016/nsf16030/nsf16030.jsp$|$https://www.nsf.gov/pubs/2016/nsf16030/nsf16030.pdf
236$|$GEO Opportunities for Leadership in Diversity (GOLD) An Ideas Lab Activity$|$https://www.nsf.gov/pubs/2016/nsf16516/nsf16516.htm$|$https://www.nsf.gov/pubs/2016/nsf16516/nsf16516.pdf
237$|$EarthCube: Developing a Community-Driven Data and Knowledge Environment for the Geosciences$|$https://www.nsf.gov/pubs/2016/nsf16514/nsf16514.htm$|$https://www.nsf.gov/pubs/2016/nsf16514/nsf16514.pdf
238$|$Dear Colleague Letter: Enabling US-Netherlands Collaboration for Privacy$|$https://www.nsf.gov/pubs/2016/nsf16027/nsf16027.jsp$|$https://www.nsf.gov/pubs/2016/nsf16027/nsf16027.pdf
239$|$Dear Colleague Letter: Germination of Research Ideas for Large Opportunities and Critical Societal Needs (GERMINATION)$|$https://www.nsf.gov/pubs/2016/nsf16028/nsf16028.jsp$|$https://www.nsf.gov/pubs/2016/nsf16028/nsf16028.pdf
240$|$Frequently Asked Questions (FAQs) for NSF 15-607, Revolutionizing Engineering and Computer Science Departments (RED)$|$https://www.nsf.gov/pubs/2016/nsf16026/nsf16026.jsp$|$https://www.nsf.gov/pubs/2016/nsf16026/nsf16026.pdf
241$|$Dear Colleague Letter: Integrated NSF Support Promoting Interdisciplinary Research and Education (INSPIRE)$|$https://www.nsf.gov/pubs/2016/nsf16023/nsf16023.jsp$|$https://www.nsf.gov/pubs/2016/nsf16023/nsf16023.pdf
242$|$Dear Colleague Letter: Special Guidelines for Submitting Collaborative Proposals under the US NSF/CISE/SaTC - US-Israel BSF International Opportunity$|$https://www.nsf.gov/pubs/2016/nsf16019/nsf16019.jsp$|$https://www.nsf.gov/pubs/2016/nsf16019/nsf16019.pdf
243$|$Frequently Asked Questions (FAQs) for Graduate Research Opportunities Worldwide (GROW) and Graduate Research Internship Program (GRIP)$|$https://www.nsf.gov/pubs/2016/nsf16024/nsf16024.jsp$|$https://www.nsf.gov/pubs/2016/nsf16024/nsf16024.pdf
244$|$EPSCoR Research Infrastructure Improvement Program: Track-2 Focused EPSCoR Collaborations (RII Track-2 FEC)$|$https://www.nsf.gov/pubs/2016/nsf16511/nsf16511.htm$|$https://www.nsf.gov/pubs/2016/nsf16511/nsf16511.pdf
245$|$Frequently Asked Questions (FAQs) for NSF 16-503, NSF Research Traineeship (NRT) Program$|$https://www.nsf.gov/pubs/2016/nsf16021/nsf16021.jsp$|$https://www.nsf.gov/pubs/2016/nsf16021/nsf16021.pdf
